Team,xG,xGA,xGD,Open Play xG,Open Play xGA,Open Play xGD,Set Piece xG,Set Piece xGA,Set Piece xGD,npxG,npxGA,npxGD,Goals,Goals Conceded,GD,GD-xGD,Possession,Field Tilt,Avg Pass Height,xT,xT Against,Passes in Opposition Half,Passes into Box,Shots,Shots Faced,Shots per 1.0 xT,Shots Faced per 1.0 xT Against,PPDA,High Recoveries,High Recoveries Against,Crosses,Corners,Fouls,On-Ball Pressure,On-Ball Pressure Share,Off-Ball Pressure,Off-Ball Pressure Share,Game Control,Game Control Share,Throw-Ins into the Box,Match,Date
Nantes,0.61,2.98,-2.37,0.61,1.97,-1.36,0.0,0.25,-0.25,0.61,2.22,-1.61,1,4,-3,-0.63,45.7,49.1,44.35,0.15,0.45,172,11,7,20,46.67,44.44,12.14,4,10,11,3,13,51.4,31.15,95.6,62.35,38.3,22.28,2,Angers SCO 4-1 Nantes,2025-12-12
Angers SCO,2.98,0.61,2.37,1.97,0.61,1.36,0.25,0.0,0.25,2.22,0.61,1.61,4,1,3,0.63,54.3,50.9,42.74,0.45,0.15,179,6,20,7,44.44,46.67,7.74,10,4,14,6,17,113.6,68.85,57.73,37.65,133.61,77.72,1,Angers SCO 4-1 Nantes,2025-12-12
Olympique Lyonnais,0.53,2.72,-2.19,0.51,2.65,-2.14,0.02,0.08,-0.06,0.53,2.72,-2.19,0,1,-1,1.19,60.3,58.47,46.0,0.39,0.63,216,10,7,14,17.95,22.22,7.08,5,2,25,7,21,47.5,46.25,15.73,17.1,31.43,20.93,3,Lorient 1-0 Olympique Lyonnais,2025-12-07
Lorient,2.72,0.53,2.19,2.65,0.51,2.14,0.08,0.02,0.06,2.72,0.53,2.19,1,0,1,-1.19,39.7,41.53,43.44,0.63,0.39,126,10,14,7,22.22,17.95,14.14,2,5,9,1,12,55.2,53.75,76.27,82.9,118.77,79.07,0,Lorient 1-0 Olympique Lyonnais,2025-12-07
Metz,0.56,3.17,-2.61,0.53,2.24,-1.71,0.03,0.17,-0.14,0.56,2.41,-1.85,1,3,-2,0.61,61.4,52.54,43.81,0.51,0.35,232,8,5,14,9.8,40.0,13.33,1,5,18,3,12,78.9,40.46,32.33,19.55,30.8,13.61,0,Auxerre 3-1 Metz,2025-12-07
Auxerre,3.17,0.56,2.61,2.24,0.53,1.71,0.17,0.03,0.14,2.41,0.56,1.85,3,1,2,-0.61,38.6,47.46,47.12,0.35,0.51,167,10,14,5,40.0,9.8,14.29,5,1,11,5,10,116.1,59.54,133.07,80.45,195.5,86.39,0,Auxerre 3-1 Metz,2025-12-07
Paris FC,1.55,2.0,-0.45,1.53,0.88,0.65,0.02,0.36,-0.34,1.55,1.24,0.31,0,0,0,0.45,55.1,44.35,39.7,0.7,0.51,165,8,13,13,18.57,25.49,13.65,2,3,12,2,13,62.0,42.91,22.33,15.97,40.6,20.62,0,Le Havre 0-0 Paris FC,2025-12-07
Le Havre,2.0,1.55,0.45,0.88,1.53,-0.65,0.36,0.02,0.34,1.24,1.55,-0.31,0,0,0,-0.45,44.9,55.65,47.11,0.51,0.7,203,9,13,13,25.49,18.57,16.66,3,2,31,7,10,82.5,57.09,117.53,84.03,156.3,79.38,0,Le Havre 0-0 Paris FC,2025-12-07
Angers SCO,0.73,1.19,-0.46,0.73,0.98,-0.25,0.0,0.21,-0.21,0.73,1.19,-0.46,1,0,1,1.46,49.9,51.43,47.31,0.76,0.87,238,12,8,13,10.53,14.94,11.8,9,3,16,1,9,103.1,55.1,76.13,59.92,131.73,68.91,0,Nice 0-1 Angers SCO,2025-12-07
Nice,1.19,0.73,0.46,0.98,0.73,0.25,0.21,0.0,0.21,1.19,0.73,0.46,0,1,-1,-1.46,50.1,48.57,44.1,0.87,0.76,229,12,13,8,14.94,10.53,15.55,3,9,18,4,11,84.0,44.9,50.93,40.08,59.43,31.09,2,Nice 0-1 Angers SCO,2025-12-07
Rennes,0.22,3.21,-2.99,0.14,3.21,-3.07,0.08,0.0,0.08,0.22,3.21,-2.99,0,5,-5,-2.01,34.0,31.58,41.28,0.35,0.89,133,5,6,20,17.14,22.47,34.35,4,12,12,6,5,31.7,13.24,116.8,85.38,39.63,11.12,0,PSG 5-0 Rennes,2025-12-06
PSG,3.21,0.22,2.99,3.21,0.14,3.07,0.0,0.08,-0.08,3.21,0.22,2.99,5,0,5,2.01,66.0,68.42,48.46,0.89,0.35,341,21,20,6,22.47,17.14,12.31,12,4,14,8,9,207.7,86.76,20.0,14.62,316.61,88.88,0,PSG 5-0 Rennes,2025-12-06
Strasbourg,0.05,0.89,-0.84,0.03,0.89,-0.86,0.02,0.0,0.02,0.05,0.89,-0.84,0,1,-1,-0.16,71.5,68.53,46.09,0.13,0.22,338,4,3,6,23.08,27.27,8.78,3,5,23,2,13,114.3,73.74,5.67,2.43,25.3,11.79,1,Toulouse 1-0 Strasbourg,2025-12-06
Toulouse,0.89,0.05,0.84,0.89,0.03,0.86,0.0,0.02,-0.02,0.89,0.05,0.84,1,0,1,0.16,28.5,31.47,41.01,0.22,0.13,102,2,6,3,27.27,23.08,15.62,5,3,7,1,21,40.7,26.26,227.73,97.57,189.27,88.21,0,Toulouse 1-0 Strasbourg,2025-12-06
Lens,3.02,1.72,1.3,2.11,0.94,1.17,0.91,0.02,0.89,3.02,0.96,2.06,2,1,1,-0.3,65.4,70.81,52.42,1.2,0.32,349,18,20,10,16.67,31.25,7.32,11,1,34,12,13,238.3,92.04,18.87,15.6,172.6,82.7,1,Nantes 1-2 Lens,2025-12-06
Nantes,1.72,3.02,-1.3,0.94,2.11,-1.17,0.02,0.91,-0.89,0.96,3.02,-2.06,1,2,-1,0.3,34.6,29.19,44.91,0.32,1.2,126,5,10,20,31.25,16.67,19.86,1,11,13,1,8,20.6,7.96,102.07,84.4,36.1,17.3,1,Nantes 1-2 Lens,2025-12-06
Olympique Marseille,0.56,0.93,-0.37,0.56,0.93,-0.37,0.0,0.0,0.0,0.56,0.93,-0.37,0,1,-1,-0.63,58.2,58.22,46.12,0.21,0.41,268,5,6,5,28.57,12.2,11.31,5,5,15,5,11,105.1,63.01,30.13,19.86,56.6,29.76,1,Lille 1-0 Olympique Marseille,2025-12-05
Lille,0.93,0.56,0.37,0.93,0.56,0.37,0.0,0.0,0.0,0.93,0.56,0.37,1,0,1,0.63,41.8,41.78,46.31,0.41,0.21,173,12,5,6,12.2,28.57,23.05,5,5,6,2,9,61.7,36.99,121.6,80.14,133.57,70.24,1,Lille 1-0 Olympique Marseille,2025-12-05
Monaco,1.33,1.09,0.24,1.33,1.05,0.28,0.0,0.04,-0.04,1.33,1.09,0.24,0,1,-1,-1.24,59.3,59.24,50.15,0.99,0.22,269,14,10,12,10.1,54.55,6.11,4,5,21,3,15,120.1,68.12,11.87,13.39,76.27,44.22,0,Brest 1-0 Monaco,2025-12-05
Brest,1.09,1.33,-0.24,1.05,1.33,-0.28,0.04,0.0,0.04,1.09,1.33,-0.24,1,0,1,1.24,40.7,40.76,47.8,0.22,0.99,152,5,12,10,54.55,10.1,10.47,5,4,9,2,17,56.2,31.88,76.8,86.61,96.2,55.78,1,Brest 1-0 Monaco,2025-12-05
Nantes,1.4,3.64,-2.24,1.4,3.52,-2.12,0.0,0.13,-0.13,1.4,3.64,-2.24,0,3,-3,-0.76,29.7,15.76,35.86,0.24,1.47,71,4,6,20,25.0,13.61,26.59,0,7,3,0,9,8.0,2.75,115.27,87.95,30.8,9.5,1,Olympique Lyonnais 3-0 Nantes,2025-11-30
Olympique Lyonnais,3.64,1.4,2.24,3.52,1.4,2.12,0.13,0.0,0.13,3.64,1.4,2.24,3,0,3,0.76,70.3,84.24,55.64,1.47,0.24,404,19,20,6,13.61,25.0,6.22,7,0,36,7,14,283.1,97.25,15.8,12.05,293.32,90.5,0,Olympique Lyonnais 3-0 Nantes,2025-11-30
Nice,1.4,3.42,-2.02,1.3,2.96,-1.66,0.1,0.47,-0.37,1.4,3.42,-2.02,1,3,-2,0.02,57.0,50.0,48.66,0.67,1.14,315,13,10,18,14.93,15.79,13.04,2,4,28,7,11,68.5,34.91,37.67,25.58,14.7,4.06,1,Lorient 3-1 Nice,2025-11-30
Lorient,3.42,1.4,2.02,2.96,1.3,1.66,0.47,0.1,0.37,3.42,1.4,2.02,3,1,2,-0.02,43.0,50.0,50.8,1.14,0.67,248,24,18,10,15.79,14.93,23.48,4,2,19,3,7,127.7,65.09,109.6,74.42,347.21,95.94,0,Lorient 3-1 Nice,2025-11-30
Lille,1.43,1.25,0.18,1.43,1.08,0.35,0.0,0.18,-0.18,1.43,1.25,0.18,1,0,1,0.82,57.2,47.93,46.46,0.89,0.7,231,12,8,14,8.99,20.0,12.41,1,3,14,2,13,81.9,43.04,24.33,21.02,39.5,23.24,0,Le Havre 0-1 Lille,2025-11-30
Le Havre,1.25,1.43,-0.18,1.08,1.43,-0.35,0.18,0.0,0.18,1.25,1.43,-0.18,0,1,-1,-0.82,42.8,52.07,50.72,0.7,0.89,215,11,14,8,20.0,8.99,13.97,3,1,30,6,15,108.4,56.96,91.4,78.98,130.47,76.76,1,Le Havre 0-1 Lille,2025-11-30
Lens,1.99,1.21,0.78,1.18,1.17,0.01,0.81,0.03,0.78,1.99,1.21,0.78,2,1,1,0.22,55.1,72.73,49.74,1.27,0.31,289,19,17,7,13.39,22.58,9.56,15,4,26,8,11,179.9,87.54,39.93,46.54,187.67,86.02,0,Angers SCO 1-2 Lens,2025-11-30
Angers SCO,1.21,1.99,-0.78,1.17,1.18,-0.01,0.03,0.81,-0.78,1.21,1.99,-0.78,1,2,-1,-0.22,44.9,27.27,37.46,0.31,1.27,114,3,7,17,22.58,13.39,17.04,4,15,11,2,7,25.6,12.46,45.87,53.46,30.5,13.98,2,Angers SCO 1-2 Lens,2025-11-30
Brest,1.25,1.03,0.22,0.49,0.92,-0.43,0.0,0.11,-0.11,0.49,1.03,-0.54,2,1,1,0.78,43.1,45.09,44.13,0.2,1.13,170,3,7,14,35.0,12.39,13.05,7,6,12,0,14,53.5,30.57,99.47,72.99,73.17,49.02,0,Strasbourg 1-2 Brest,2025-11-30
Strasbourg,1.03,1.25,-0.22,0.92,0.49,0.43,0.11,0.0,0.11,1.03,0.49,0.54,1,2,-1,-0.78,56.9,54.91,44.59,1.13,0.2,219,16,14,7,12.39,35.0,12.29,6,7,26,5,12,121.5,69.43,36.8,27.01,76.1,50.98,0,Strasbourg 1-2 Brest,2025-11-30
Toulouse,1.29,1.96,-0.67,1.29,1.64,-0.35,0.0,0.31,-0.31,1.29,1.96,-0.67,2,2,0,0.67,24.0,18.99,39.23,0.16,1.06,65,5,6,20,37.5,18.87,23.04,3,7,5,1,10,8.8,3.14,207.0,96.28,79.57,39.84,3,Olympique Marseille 2-2 Toulouse,2025-11-29
Olympique Marseille,1.96,1.29,0.67,1.64,1.29,0.35,0.31,0.0,0.31,1.96,1.29,0.67,2,2,0,-0.67,76.0,81.01,51.87,1.06,0.16,426,15,20,6,18.87,37.5,5.83,7,3,33,9,7,271.4,96.86,8.0,3.72,120.17,60.16,0,Olympique Marseille 2-2 Toulouse,2025-11-29
Auxerre,1.38,1.94,-0.56,1.28,1.06,0.22,0.1,0.12,-0.02,1.38,1.18,0.2,1,1,0,0.56,45.8,58.23,44.24,0.77,0.55,185,9,11,11,14.29,20.0,11.55,8,8,16,3,17,88.3,58.17,77.33,69.38,118.6,69.07,1,Paris FC 1-1 Auxerre,2025-11-29
Paris FC,1.94,1.38,0.56,1.06,1.28,-0.22,0.12,0.1,0.02,1.18,1.38,-0.2,1,1,0,-0.56,54.2,41.77,42.61,0.55,0.77,186,8,11,11,20.0,14.29,10.6,8,8,12,4,11,63.5,41.83,34.13,30.62,53.1,30.93,0,Paris FC 1-1 Auxerre,2025-11-29
PSG,1.05,0.87,0.18,0.84,0.71,0.13,0.2,0.16,0.04,1.05,0.87,0.18,0,1,-1,-1.18,56.8,49.54,44.38,0.66,0.77,208,22,17,10,25.76,12.99,10.58,5,14,8,4,13,129.2,59.21,19.2,17.81,79.57,40.69,0,Monaco 1-0 PSG,2025-11-29
Monaco,0.87,1.05,-0.18,0.71,0.84,-0.13,0.16,0.2,-0.04,0.87,1.05,-0.18,1,0,1,1.18,43.2,50.46,50.43,0.77,0.66,216,21,10,17,12.99,25.76,12.19,14,5,9,4,10,89.0,40.79,88.6,82.19,115.97,59.31,0,Monaco 1-0 PSG,2025-11-29
Rennes,1.3,2.24,-0.94,1.16,1.33,-0.17,0.14,0.9,-0.76,1.3,2.24,-0.94,1,0,1,1.94,48.6,48.85,46.14,0.79,0.65,206,12,9,16,11.39,24.62,16.15,8,7,13,3,8,67.7,34.02,76.0,72.8,99.4,56.03,0,Metz 0-1 Rennes,2025-11-28
Metz,2.24,1.3,0.94,1.33,1.16,0.17,0.9,0.14,0.76,2.24,1.3,0.94,0,1,-1,-1.94,51.4,51.15,42.3,0.65,0.79,179,7,16,9,24.62,11.39,19.67,7,8,21,6,9,131.3,65.98,28.4,27.2,78.0,43.97,0,Metz 0-1 Rennes,2025-11-28
Paris FC,1.09,3.91,-2.82,1.09,1.85,-0.76,0.0,0.55,-0.55,1.09,2.39,-1.3,2,4,-2,0.82,48.3,36.89,41.55,0.68,1.03,166,10,6,17,8.82,16.5,14.96,3,8,16,4,12,66.0,27.37,49.47,44.49,54.83,24.8,0,Lille 4-2 Paris FC,2025-11-23
Lille,3.91,1.09,2.82,1.85,1.09,0.76,0.55,0.0,0.55,2.39,1.09,1.3,4,2,2,-0.82,51.7,63.11,52.15,1.03,0.68,281,21,17,6,16.5,8.82,12.9,8,3,22,9,9,175.1,72.63,61.73,55.51,166.3,75.2,1,Lille 4-2 Paris FC,2025-11-23
Metz,1.11,3.5,-2.39,1.11,1.86,-0.75,0.0,0.12,-0.12,1.11,1.98,-0.87,2,3,-1,1.39,44.2,29.92,36.97,0.34,0.97,109,7,8,20,23.53,20.62,33.62,2,8,13,2,8,31.0,14.14,30.4,34.97,17.03,7.03,0,Brest 3-2 Metz,2025-11-23
Brest,3.5,1.11,2.39,1.86,1.11,0.75,0.12,0.0,0.12,1.98,1.11,0.87,3,2,1,-1.39,55.8,70.08,49.05,0.97,0.34,267,16,20,8,20.62,23.53,12.25,8,2,23,6,11,188.2,85.86,56.53,65.03,225.23,92.97,1,Brest 3-2 Metz,2025-11-23
Angers SCO,0.61,2.55,-1.94,0.61,1.73,-1.12,0.0,0.81,-0.81,0.61,2.55,-1.94,1,0,1,2.94,46.1,29.92,39.46,0.12,0.77,113,3,6,25,50.0,32.47,10.89,3,8,9,1,15,19.5,9.22,43.0,37.65,14.53,7.94,0,Toulouse 0-1 Angers SCO,2025-11-23
Toulouse,2.55,0.61,1.94,1.73,0.61,1.12,0.81,0.0,0.81,2.55,0.61,1.94,0,1,-1,-2.94,53.9,70.08,49.57,0.77,0.12,252,26,25,6,32.47,50.0,8.86,8,3,30,11,15,192.1,90.78,71.2,62.35,168.43,92.06,6,Toulouse 0-1 Angers SCO,2025-11-23
Lorient,0.62,1.68,-1.06,0.62,1.68,-1.06,0.0,0.0,0.0,0.62,1.68,-1.06,1,1,0,1.06,44.2,39.74,46.66,0.34,0.77,181,6,8,9,23.53,11.69,13.22,1,4,12,1,17,57.2,33.03,70.67,66.63,66.03,33.55,0,Nantes 1-1 Lorient,2025-11-23
Nantes,1.68,0.62,1.06,1.68,0.62,1.06,0.0,0.0,0.0,1.68,0.62,1.06,1,1,0,-1.06,55.8,60.26,49.35,0.77,0.34,263,12,9,8,11.69,23.53,9.35,4,1,25,1,17,116.0,66.97,35.4,33.37,130.8,66.45,0,Nantes 1-1 Lorient,2025-11-23
Olympique Lyonnais,1.44,2.3,-0.86,0.78,1.12,-0.34,0.66,0.42,0.24,1.44,1.54,-0.1,0,0,0,0.86,69.1,65.3,48.03,1.29,0.47,281,19,16,12,12.4,25.53,7.59,4,3,32,11,11,103.7,72.77,2.73,2.13,45.93,30.7,0,Auxerre 0-0 Olympique Lyonnais,2025-11-23
Auxerre,2.3,1.44,0.86,1.12,0.78,0.34,0.42,0.66,-0.24,1.54,1.44,0.1,0,0,0,-0.86,30.9,34.7,47.25,0.47,1.29,118,9,12,16,25.53,12.4,16.24,3,4,15,7,10,38.8,27.23,125.4,97.87,103.7,69.3,2,Auxerre 0-0 Olympique Lyonnais,2025-11-23
Le Havre,1.78,5.0,-3.22,1.72,4.28,-2.56,0.06,0.72,-0.66,1.78,5.0,-3.22,0,3,-3,0.22,34.9,30.84,44.59,0.43,1.3,128,10,12,31,27.91,23.85,14.58,5,7,12,4,8,27.3,10.11,110.47,91.65,62.57,17.67,1,PSG 3-0 Le Havre,2025-11-22
PSG,5.0,1.78,3.22,4.28,1.72,2.56,0.72,0.06,0.66,5.0,1.78,3.22,3,0,3,-0.22,65.1,69.16,48.53,1.3,0.43,316,21,31,12,23.85,27.91,8.83,7,5,14,6,10,242.6,89.89,10.07,8.35,291.62,82.33,0,PSG 3-0 Le Havre,2025-11-22
Monaco,2.02,3.24,-1.22,1.57,1.86,-0.29,0.44,0.62,-0.18,2.02,2.48,-0.46,1,4,-3,-1.78,49.9,45.57,46.73,0.86,0.63,226,13,13,17,15.12,26.98,12.45,9,5,19,6,13,75.5,34.73,75.73,64.33,50.98,18.31,0,Rennes 4-1 Monaco,2025-11-22
Rennes,3.24,2.02,1.22,1.86,1.57,0.29,0.62,0.44,0.18,2.48,2.02,0.46,4,1,3,1.78,50.1,54.43,48.32,0.63,0.86,254,8,17,13,26.98,15.12,18.38,5,9,15,4,3,141.9,65.27,42.0,35.67,227.38,81.69,0,Rennes 4-1 Monaco,2025-11-22
Strasbourg,0.72,2.57,-1.85,0.72,2.56,-1.84,0.0,0.01,-0.01,0.72,2.57,-1.85,0,1,-1,0.85,45.5,47.56,40.77,0.44,0.57,162,11,7,13,15.91,22.81,12.97,10,11,12,1,13,45.4,37.68,69.47,61.7,83.57,45.32,1,Lens 1-0 Strasbourg,2025-11-22
Lens,2.57,0.72,1.85,2.56,0.72,1.84,0.01,0.0,0.01,2.57,0.72,1.85,1,0,1,-0.85,54.5,52.44,41.7,0.57,0.44,189,18,13,7,22.81,15.91,11.16,11,10,17,3,13,75.1,62.32,43.13,38.3,100.83,54.68,1,Lens 1-0 Strasbourg,2025-11-22
Olympique Marseille,2.33,1.51,0.82,1.87,1.36,0.51,0.46,0.15,0.31,2.33,1.51,0.82,5,1,4,3.18,46.9,32.31,36.45,0.4,0.92,121,10,13,15,32.5,16.3,18.7,4,7,7,6,10,66.0,34.16,35.2,29.53,67.83,51.72,0,Nice 1-5 Olympique Marseille,2025-11-21
Nice,1.51,2.33,-0.82,1.36,1.87,-0.51,0.15,0.46,-0.31,1.51,2.33,-0.82,1,5,-4,-3.18,53.1,67.69,49.33,0.92,0.4,259,15,15,13,16.3,32.5,14.48,7,4,27,8,9,127.2,65.84,84.0,70.47,63.33,48.28,0,Nice 1-5 Olympique Marseille,2025-11-21
PSG,1.03,1.42,-0.39,0.83,1.17,-0.34,0.2,0.24,-0.04,1.03,1.42,-0.39,3,2,1,1.39,71.3,68.33,46.35,0.53,0.16,331,11,9,9,16.98,56.25,9.0,9,8,15,5,8,147.3,73.69,2.67,1.36,51.17,26.72,0,Olympique Lyonnais 2-3 PSG,2025-11-09
Olympique Lyonnais,1.42,1.03,0.39,1.17,0.83,0.34,0.24,0.2,0.04,1.42,1.03,0.39,2,3,-1,-1.39,28.7,31.67,43.99,0.16,0.53,119,8,9,9,56.25,16.98,23.74,8,9,16,5,10,52.6,26.31,193.73,98.64,140.33,73.28,1,Olympique Lyonnais 2-3 PSG,2025-11-09
Lille,0.35,0.89,-0.54,0.1,0.89,-0.79,0.25,0.0,0.25,0.35,0.89,-0.54,0,2,-2,-1.46,57.8,74.05,51.71,0.24,0.07,285,8,6,5,25.0,71.43,9.83,5,7,18,4,20,147.1,97.16,49.2,39.19,138.17,75.28,0,Strasbourg 2-0 Lille,2025-11-09
Strasbourg,0.89,0.35,0.54,0.89,0.1,0.79,0.0,0.25,-0.25,0.89,0.35,0.54,2,0,2,1.46,42.2,25.95,35.73,0.07,0.24,91,1,5,6,71.43,25.0,10.74,7,5,10,1,9,4.3,2.84,76.33,60.81,45.37,24.72,0,Strasbourg 2-0 Lille,2025-11-09
Auxerre,1.31,0.89,0.42,1.24,0.89,0.35,0.08,0.0,0.08,1.31,0.89,0.42,0,2,-2,-2.42,50.5,57.14,47.89,0.73,0.26,236,11,12,10,16.44,38.46,10.38,4,2,14,3,14,97.4,67.08,57.67,65.24,110.0,79.15,0,Angers SCO 2-0 Auxerre,2025-11-09
Angers SCO,0.89,1.31,-0.42,0.89,1.24,-0.35,0.0,0.08,-0.08,0.89,1.31,-0.42,2,0,2,2.42,49.5,42.86,43.65,0.26,0.73,187,5,10,12,38.46,16.44,10.25,2,4,17,3,19,47.8,32.92,30.73,34.76,28.97,20.85,0,Angers SCO 2-0 Auxerre,2025-11-09
Nice,1.54,1.71,-0.17,1.45,0.87,0.58,0.1,0.08,0.02,1.54,0.95,0.59,1,2,-1,-0.83,50.3,45.93,42.11,1.55,0.33,147,15,11,9,7.1,27.27,11.4,5,6,18,3,19,70.7,53.68,43.47,45.44,65.7,52.01,1,Metz 2-1 Nice,2025-11-09
Metz,1.71,1.54,0.17,0.87,1.45,-0.58,0.08,0.1,-0.02,0.95,1.54,-0.59,2,1,1,0.83,49.7,54.07,41.16,0.33,1.55,167,7,9,11,27.27,7.1,10.22,6,5,24,6,12,61.0,46.32,52.2,54.56,60.63,47.99,0,Metz 2-1 Nice,2025-11-09
Toulouse,1.91,1.52,0.39,1.15,0.61,0.54,0.0,0.15,-0.15,1.15,0.76,0.39,1,1,0,-0.39,51.3,46.93,46.44,0.48,0.31,192,8,6,10,12.5,32.26,8.76,13,3,16,4,18,56.7,37.65,58.6,52.08,49.2,36.06,3,Lorient 1-1 Toulouse,2025-11-09
Lorient,1.52,1.91,-0.39,0.61,1.15,-0.54,0.15,0.0,0.15,0.76,1.15,-0.39,1,1,0,0.39,48.7,53.07,46.93,0.31,0.48,198,6,10,6,32.26,12.5,11.78,3,13,21,6,6,93.9,62.35,53.93,47.92,87.23,63.94,0,Lorient 1-1 Toulouse,2025-11-09
Lens,3.56,3.51,0.05,3.12,1.74,1.38,0.44,0.25,0.19,3.56,1.99,1.57,4,1,3,2.95,49.6,44.06,44.41,1.25,0.49,186,22,20,16,16.0,32.65,10.29,3,8,19,4,19,109.6,46.68,53.93,46.52,143.47,63.45,1,Monaco 1-4 Lens,2025-11-08
Monaco,3.51,3.56,-0.05,1.74,3.12,-1.38,0.25,0.44,-0.19,1.99,3.56,-1.57,1,4,-3,-2.95,50.4,55.94,46.87,0.49,1.25,237,14,16,20,32.65,16.0,9.43,8,3,21,5,15,125.2,53.32,62.0,53.48,82.63,36.55,0,Monaco 1-4 Lens,2025-11-08
Nantes,0.2,1.77,-1.57,0.16,1.57,-1.41,0.05,0.2,-0.15,0.2,1.77,-1.57,1,1,0,1.57,35.6,25.33,41.4,0.3,1.27,90,3,5,17,16.67,13.39,13.17,3,6,9,3,13,8.0,3.95,88.53,78.21,44.03,29.81,1,Le Havre 1-1 Nantes,2025-11-08
Le Havre,1.77,0.2,1.57,1.57,0.16,1.41,0.2,0.05,0.15,1.77,0.2,1.57,1,1,0,-1.57,64.4,74.67,54.0,1.27,0.3,295,22,17,5,13.39,16.67,6.24,6,3,49,8,15,194.7,96.05,24.67,21.79,103.67,70.19,0,Le Havre 1-1 Nantes,2025-11-08
Brest,0.57,3.14,-2.57,0.57,2.36,-1.79,0.0,0.02,-0.02,0.57,2.38,-1.81,0,3,-3,-0.43,37.0,26.17,37.68,0.37,1.12,110,6,4,19,10.81,16.96,22.91,3,9,6,2,10,19.5,7.6,116.8,75.81,13.48,3.98,2,Olympique Marseille 3-0 Brest,2025-11-08
Olympique Marseille,3.14,0.57,2.57,2.36,0.57,1.79,0.02,0.0,0.02,2.38,0.57,1.81,3,0,3,0.43,63.0,73.83,50.04,1.12,0.37,344,12,19,4,16.96,10.81,10.79,9,3,16,6,12,237.0,92.4,37.27,24.19,325.23,96.02,0,Olympique Marseille 3-0 Brest,2025-11-08
Rennes,1.44,2.77,-1.33,0.99,2.37,-1.38,0.45,0.4,0.05,1.44,2.77,-1.33,1,0,1,2.33,48.1,50.38,47.76,0.22,1.14,211,6,10,20,45.45,17.54,14.25,6,5,23,9,13,62.1,37.94,55.2,57.86,73.9,44.28,0,Paris FC 0-1 Rennes,2025-11-07
Paris FC,2.77,1.44,1.33,2.37,0.99,1.38,0.4,0.45,-0.05,2.77,1.44,1.33,0,1,-1,-2.33,51.9,49.62,42.63,1.14,0.22,174,16,20,10,17.54,45.45,13.37,5,6,18,8,9,101.6,62.06,40.2,42.14,93.0,55.72,0,Paris FC 0-1 Rennes,2025-11-07
Olympique Lyonnais,0.15,1.86,-1.71,0.15,1.51,-1.36,0.0,0.35,-0.35,0.15,1.86,-1.71,0,0,0,1.71,50.2,38.35,41.39,0.18,0.77,155,5,4,13,22.22,16.88,11.5,8,13,11,2,6,31.7,19.53,49.67,44.16,28.3,16.78,0,Brest 0-0 Olympique Lyonnais,2025-11-02
Brest,1.86,0.15,1.71,1.51,0.15,1.36,0.35,0.0,0.35,1.86,0.15,1.71,0,0,0,-1.71,49.8,61.65,48.24,0.77,0.18,214,12,13,4,16.88,22.22,9.89,13,8,33,12,19,130.6,80.47,62.8,55.84,140.33,83.22,1,Brest 0-0 Olympique Lyonnais,2025-11-02
Metz,1.72,1.57,0.15,1.31,1.45,-0.14,0.41,0.12,0.29,1.72,1.57,0.15,2,0,2,1.85,47.2,35.68,40.05,0.33,0.57,102,9,14,16,42.42,28.07,15.71,3,3,17,5,8,43.5,31.12,51.87,51.77,42.57,32.92,1,Nantes 0-2 Metz,2025-11-02
Nantes,1.57,1.72,-0.15,1.45,1.31,0.14,0.12,0.41,-0.29,1.57,1.72,-0.15,0,2,-2,-1.85,52.8,64.32,45.76,0.57,0.33,188,12,16,14,28.07,42.42,14.13,3,3,21,8,8,96.3,68.88,48.33,48.23,86.73,67.08,5,Nantes 0-2 Metz,2025-11-02
Lorient,2.27,2.37,-0.1,1.51,1.57,-0.06,0.0,0.79,-0.79,1.51,2.37,-0.86,0,3,-3,-2.9,41.8,47.01,48.37,0.46,0.68,232,13,12,9,26.09,13.24,17.83,8,3,25,6,10,131.7,49.91,91.4,74.31,109.53,45.78,1,Lens 3-0 Lorient,2025-11-02
Lens,2.37,2.27,0.1,1.57,1.51,0.06,0.79,0.0,0.79,2.37,1.51,0.86,3,0,3,2.9,58.2,52.99,50.87,0.68,0.46,363,12,9,12,13.24,26.09,16.86,3,8,17,7,8,132.2,50.09,31.6,25.69,129.7,54.22,1,Lens 3-0 Lorient,2025-11-02
Angers SCO,0.32,2.45,-2.13,0.32,2.1,-1.78,0.0,0.35,-0.35,0.32,2.45,-2.13,0,1,-1,1.13,46.4,34.59,43.44,0.14,0.98,192,6,6,15,42.86,15.31,17.92,0,10,10,2,10,33.8,17.93,65.07,51.97,26.73,13.68,1,Lille 1-0 Angers SCO,2025-11-02
Lille,2.45,0.32,2.13,2.1,0.32,1.78,0.35,0.0,0.35,2.45,0.32,2.13,1,0,1,-1.13,53.6,65.41,48.4,0.98,0.14,277,20,15,6,15.31,42.86,15.0,10,0,20,9,10,154.7,82.07,60.13,48.03,168.6,86.32,1,Lille 1-0 Angers SCO,2025-11-02
Le Havre,1.23,2.35,-1.12,1.11,1.72,-0.61,0.11,0.63,-0.52,1.23,2.35,-1.12,0,0,0,1.12,53.9,32.87,39.31,0.4,0.92,144,7,9,18,22.5,19.57,5.91,5,2,16,2,14,25.5,13.19,14.47,10.53,20.23,6.94,0,Toulouse 0-0 Le Havre,2025-11-02
